1523842921948,8348.25,4170.86436
1523842926959,8348.25,4170.86436
1523842928407,8348.25,4195.90911
1523842931987,8348.25,4195.90911
1523842934056,8348.24,7481.776374
1523842935864,8348.24,8452.676686
1523842936594,8349.05,9187.381646
1523842936995,8349.05,9187.381646
1523842937792,8354.0,22979.219226
1523842941848,8354.0,24979.219226
1523842942002,8354.0,24979.219226
1523842945365,8354.0,25672.601226
1523842946998,8354.0,25672.601226
1523842947966,8354.0,26916.538026
1523842951793,8353.68,30513.632634
1523842952040,8353.68,30513.632634
1523842957014,8353.68,30513.632634
1523842958459,8352.43,30797.635094
1523842959247,8352.43,30856.102104
1523842959417,8352.43,30910.392899
1523842960107,8353.98,39658.604495
1523842962015,8353.98,39658.604495
1523842962392,8354.0,40498.91456116
1523842963871,8354.0,41878.99536116
1523842966058,8354.0,56573.68136116
1523842967047,8354.0,56573.68136116
1523842970654,8354.0,56588.37209659
1523842971693,8354.0,56687.78469659
1523842971959,8354.0,56687.78469659
1523842974217,8354.0,56788.03269659
1523842974420,8354.0,71441.78409659
1523842975370,8353.99,71496.08503159
1523842977193,8353.99,71496.08503159
1523842978779,8353.99,71616.38248759
1523842979811,8352.08,121728.86248759
1523842980746,8354.0,2480.302208
1523842982005,8354.0,2480.302208
1523842982044,8354.0,3583.030208
1523842986049,8350.33,3591.380538
1523842986741,8350.22,5508.59105
1523842986978,8350.22,5508.59105
1523842988468,8350.0,5533.64105
1523842988742,8350.22,5951.15205
1523842989097,8350.22,6301.86129
1523842991957,8350.22,6301.86129
1523842993584,8350.93,11254.398569
1523842994788,8350.92,11754.618677
1523842995724,8350.92,11929.987997
1523842996967,8350.92,11929.987997
1523842998500,8350.92,11990.949713
1523843001252,8350.92,12017.672657
1523843002014,8350.92,12017.672657
1523843002398,8350.92,12969.677537
1523843003438,8350.92,17696.298257
1523843007004,8350.92,17696.298257
1523843007347,8350.77,18498.807254
1523843008618,8350.0,23018.776742
1523843010454,8350.0,23518.941742
1523843010510,8349.47,28520.274272
1523843011964,8349.47,28520.274272
1523843017070,8349.47,28520.274272
1523843021225,8348.81,29020.367991
1523843022119,8348.81,29020.367991
1523843022416,8348.8,29029.551671
1523843027055,8348.8,29029.551671
1523843029636,8348.81,29048.753934
1523843031826,8347.94,30718.342278
1523843032008,8347.94,30718.342278
1523843035407,8348.81,31241.321675
1523843037004,8348.81,31241.321675
1523843037356,8348.81,31391.321675
1523843041300,8348.81,499.258838
1523843042010,8348.81,499.258838
1523843042150,8347.94,2914.31788
1523843043701,8347.94,2997.79728
1523843045398,8348.81,6554.39034
1523843045519,8350.0,181902.19253830911
1523843047019,8350.0,181902.19253830911
1523843048442,8350.0,184170.88753830912
1523843048495,8350.0,184269.41753830912
1523843049501,8350.0,184706.95753830913
1523843052009,8350.0,184706.95753830913
1523843053756,8349.93,185708.9491383091
1523843054280,8349.93,186300.9591753091
1523843054480,8348.04,186384.4395753091
1523843054753,8349.93,189933.9946183091
1523843057062,8349.93,189933.9946183091
1523843058481,8347.99,190935.75341830912
1523843059337,8347.98,191102.71301830912
1523843060401,8347.98,191288.03817430913
1523843060689,8347.98,191333.11726630913
1523843060872,8347.98,191530.96439230914
1523843061432,8347.99,191654.5145703091
1523843062524,8347.94,191664.5320983091
1523843062636,8347.97,191726.3070763091
1523843062669,8347.94,191756.35966030913
1523843063097,8347.97,191771.38600630913
1523843063438,8348.08,191884.91989430913
1523843063851,8347.99,191914.97265830913
1523843063864,8347.98,192072.74950030912
1523843065465,8348.08,192623.72278030912
1523843067616,8348.08,192623.72278030912
1523843067644,8348.08,192623.72278030912
1523843069538,8348.08,192723.89964030913
1523843070858,8347.96,193050.30509030912
1523843070873,8347.96,193287.3871543091
1523843071432,8347.99,193524.46923330912
1523843071629,8348.08,193761.55219430913
1523843072384,8348.08,193761.55219430913
1523843072467,8347.94,206485.4831793091
1523843074672,8347.96,206647.43360330912
1523843076173,8348.08,206880.34503530912
1523843076415,8348.0,210219.54503530913
1523843077049,8348.0,210219.54503530913
1523843078436,8348.09,210404.0378243091
1523843078851,8348.0,210487.51782430912
1523843079732,8348.0,212065.28982430912
1523843080134,8348.09,212816.61792430913
1523843080296,8348.09,214316.76969730912
1523843081439,8348.09,214345.15320330914
1523843081614,8348.09,214373.53670930912
1523843081627,8348.09,214401.0854063091
1523843082073,8348.09,214401.0854063091
1523843082624,8348.09,214483.7314973091
1523843082823,8348.09,214511.28019430913
1523843083443,8348.0,214610.62139430913
1523843087021,8348.0,214610.62139430913
1523843087352,8348.0,215306.00979430912
1523843087439,8348.0,215328.5493943091
1523843087845,8348.09,215612.38445430913
1523843088525,8348.0,216447.1844543091
1523843089497,8348.0,216941.3860543091
1523843090145,8348.09,217333.74628430913
1523843090580,8348.0,217751.14628430913
1523843091468,8348.0,218168.54628430912
1523843092117,8348.0,218168.54628430912
1523843093158,8348.0,219003.3462843091
1523843093574,8348.0,219420.74628430913
1523843095443,8348.09,221970.2529703091
1523843097374,8348.09,221970.2529703091
1523843102365,8348.09,221970.2529703091
1523843102699,8348.66,797.29703
1523843103369,8348.09,838.202671
1523843104516,8348.65,849.890781
1523843107351,8348.65,849.890781
1523843109287,8348.09,2041.163224
1523843109487,8348.09,3998.790329
1523843109502,8348.09,4550.599078
1523843109667,8348.09,4800.206969
1523852088586,8131.03,108469.5684649053
1523852089534,8132.15,111722.4284649053
1523852090972,8131.04,111763.08366490531
1523852090987,8131.04,117306.8267369053
1523852093884,8131.04,117306.8267369053
1523852095703,8131.13,117372.6888899053
1523852097574,8131.13,117559.7048799053
1523852119503,8131.14,57507.207474
1523852120245,8132.15,57838.185979
1523852120467,8132.15,72232.091479
1523852122446,8132.15,77781.301469
1523852122707,8131.14,77863.42600401065
1523852124533,8131.14,77863.42600401065
1523852124692,8131.14,77948.80297401064
1523852127567,8136.0,78292.04288201065
